id,transcript,timestamp,time_zone,human_generated_intent,human_generated_intent_time,predicted_intent,predicted_interested_time,predicted_callback_time
11,"User: Hello?
Agent: Hi Jennifer! This is James from Kaplan. Do you have a quick minute to chat?
User: Yes. So is it regarding?
Agent: It's about your interest in studying the Bachelor of Business in Accounting at Bath University. Are you still keen on pursuing 
User: Okay.
Agent: this degree?
User: Yes. I am. And I believe I think Mary reached out to me that there will be an intake in May. Right?
Agent: Yes, that's right! We have three intakes a year—January, May, and September. May could be a great time to start. Do you have any questions about the program or the next steps?
User: So far, no. It's just because that I was pregnant, and I just recently delivered. So I didn't have time to actually go through the cost last year.
Agent: Congratulations on your new baby, Jennifer! That’s such a special time. It’s completely understandable that things got busy.If costs are a concern, we do offer flexible payment plans and even education loans with repayment terms up to 8 years. Would you like me to arrange a call with your advisor to go over the details and help you plan?
User: I'm I'm good.
Agent: Got it! Are you still open to continuing your application for the May intake, or would you prefer to wait a bit longer?
User: I think I'll a bit longer, and I'll decide later on.
Agent: That makes sense! When would be a good time for me to check back with you—maybe in a few months or closer to the May intake?
User: Maybe in a few months? Maybe we'll do much?
Agent: Sure, I can follow up with you in a few months. How about I reach out around March? Would that work for you?
User: Yes.
Agent: Perfect! I’ll check back with you in March then. In the meantime, if you have any questions or need help, feel free to reach out. Take care, and enjoy this special time with your little one! Goodbye for now!
User: Thank you. Bye bye.
Agent: Left the conversation on a 
",2024-11-08T11:57:40,Asia/Singapore,voice_wants_call_back,2025-03-01T09:00:00,voice_wants_call_back,,2025-03-03T18:00:00
12,"User: Hello?
User: Hello?
Agent: Hi there! This is James from Kaplan. Do you have a quick minute to chat?
User: Uh, what is the
Agent: Hi! This is James from Kaplan. I’m following up on your interest in pursuing a diploma with us. Are you still interested in furthering your studies?
User: Uh, no.
Agent: Oh, I see. Can I ask what led you to change your mind? Was it about the cost, time commitment, or something else?
User: Oh, something else.
Agent: Got it. Would you mind sharing what it is? Maybe I can help address your concern.
User: I think for now, uh, look. Because there's no Time to study.
Agent: I understand, balancing studies with everything else can be tough. If it helps, our diploma programs are designed with flexibility in mind, offering a mix of face-to-face and online learning.Would you like me to follow up with you in a few months when things might be less hectic?
User: Okay.
Agent: Great! When would be a good time for me to reach out again? Maybe in three months, or later in the year?
User: Oh, we really did the
Agent: No problem! I'll make a note to follow up with you later. If you ever have any questions in the meantime, feel free to reach out. Have a great day!
User: Thank you.
Agent: You're welcome! Take 
",2025-01-04T12:46:11,Asia/Singapore,voice_wants_call_back,2025-04-01T09:00:00,voice_not_interested,,
13,"User: Hello?
Agent: Hi Charlene! This is James from Kaplan Singapore.
User: Yeah. Hi.
Agent: Hi! Do you have a quick minute to chat?
User: You're from where, Kaplan?
Agent: Yes, that's right! I'm from Kaplan Singapore. I’m following up on your interest in studying with us. Do you have a moment to chat?
User: Oh, okay. Um, not now. It's actually for my son.
Agent: Got it, no problem at all! When would be a better time for me to call back and discuss 
User: Yes.
Agent: this with you?
User: That's okay. I'll reach out when I'm ready.
Agent: Alright, no problem! Feel free to reach out anytime.
User: Yeah. Thank you too.
User: Yes. Thanks.
Agent: You're very welcome! Have a great day ahead!
User: Bye.
Agent: Bye! Take care!
",2025-01-04T12:46:11,Asia/Singapore,voice_no_action,,voice_unknown,,
14,"User: Hello?
Agent: Hi there! This is James from Kaplan.
User: Hi.
Agent:  Do you have a quick minute to chat?
User: Hi, 
Agent: Hi!
User: Jid. Yeah.
User: Hi, James. Can 
Agent: Great! I just 
User: you hear me?
Agent: Yes, I can hear you perfectly! Thanks for confirming.
User: Okay. 
Agent:  Are you still interested in pursuing the Foundation Diploma with Kaplan?
User: Oh, not quite. I mean, not in a moment, actually.
Agent: Got it, no problem at all. When would be a better time for me to call you back?
User: To be honest, I I just completed a a Uh, a vocational course. So
Agent: Ah, 
User: it might 
Agent: I see!
User: not be anytime near if you just want me to take up that that fundamental cough. Diploma cost. Yeah.
Agent: Got it, it sounds like you're not looking to start something new right away. Would you like me to follow up with you in a few months, or maybe next year, to see if you're ready then?
User: Yeah. Because the thing is, um, um, I just I just I just pick up a a new skill. So It might not work for me in terms of my current, uh, My ticket size.
User: To 
Agent: That makes total 
User: actually pick up Sorry. What's that?
Agent: That makes total sense! It sounds like you're focusing on your 
User: Yep. 
Agent: new skill for now, which is great. How about I check back with you in a 
User: Yeah.
Agent: Alright, no problem! When would be a good time for me to follow up—maybe in six months or next year?
User: How many next year?
Agent: Sure! Would you like me to reach out early next year, maybe around January or February? Or later in the year?
User: Maybe they didn't know you. Yeah.
Agent: No worries! How about I check back with you around mid-next year, say June or July? Would that work for you?
User: Yep.
Agent: Perfect! I'll follow up with you around June or July next year. In the meantime, if you have any questions, feel free to reach out. Have a great day ahead!
User: Okay.
Agent: Alright, take care and talk to you next year. Bye for now!
",2025-01-04T12:46:11,Asia/Singapore,voice_wants_call_back,2026-06-01T09:00:00,voice_wants_call_back,,2025-07-04T18:00:00
15,"User: Hello?
Agent: Hi Tiffany! This is James from Kaplan. Do you have a quick minute to chat?
User: Okay.
Agent: Great! I just wanted to check if you're still interested in pursuing the MBA program at Warwick University?
User: Uh, currently, no.
Agent: Oh, I see. Can I ask what made you change your mind? Is it about the cost, time commitment, or something else?
User: Yeah. Yeah. Because, uh, I'm the nouns because I working as a accountant. So now currently, uh, I'm taking the one of the course called, uh, this IFRS. So currently, I'm not available yet. Maybe after this call, then I may consider it.
Agent: Got it, Tiffany. It sounds like you're focusing on your IFRS course right now, which makes sense. When do you 
User: Yes. Because, you know, I'm as a account. That's all I this is a more relevant to me. So I study relevant to my one. But I mean, I don't know if it's not relevant, but I'm while while walking, and then the current I'm thinking that this, uh, the cost is more really And I
Agent: I understand, Tiffany. It sounds like you're prioritizing what's most relevant to your current role as an accountant, which is totally fair. The MBA could still be a great option for the future if you're looking to expand your career opportunities.Would you like me to follow up with you 
User: Yes.
Agent: in a few months, or when you're done with your IFRS course?
User: Yeah. So the one is only, like because for me, I know I start paying for your cost. So the wife keep preparing for the June exam. So I don't I think after June only, then I may think for the MBA.
Agent: Got it, Tiffany. It makes sense to focus on your June exam first. I’ll make a note to follow up with 
User: Yeah.
Agent: you after June to discuss the MBA. Best of luck with your IFRS 
User: Okay. Okay.
Agent: Thanks, Tiffany! Take care, and 
User: Okay.
Agent: I’ll reach out after 
User: Okay. K. Bye bye.
Agent: Bye, Tiffany! All the best!
",2024-12-07T10:58:00,Asia/Singapore,voice_wants_call_back,2025-07-01T09:00:00,voice_wants_call_back,,2025-06-07T18:00:00
16,"User: Hello?
Agent: Hi Siti! This is James from Kaplan. Do 
User: Say 
Agent: you have a quick minute to chat?
User: again?
Agent: Hi Siti, this is James from Kaplan Singapore. Do you have a moment to chat?
User: Yes.
Agent: Great! I wanted to check if you are still interested in pursuing the Bachelor of Marketing degree at Global University?
User: It's Because I still need to check on my ABL that security, may I know when is the next Next, we'll go date to enter.
Agent: Global University has three intakes each year—in January, May, and September. Would you like me to set up a call with your advisor to discuss this further? They can guide you on the next steps.
User: Okay. But if were to join, most probably, I will be joining during September.
Agent: That sounds like a good plan! September gives you plenty of time to prepare. Would you like me to schedule a call with your advisor to discuss your application and any other details?
Agent: Just checking in—would you like me to arrange a call with your advisor to help you with the September intake and any other questions you might have?
User: Yes, please.
Agent: Alright! The available slots for a call with your advisor are 9 AM, 11:30 AM, or 2 PM this Friday. Which one works best for you?
User: Actually, I'm still working that day, so we engaged. We're working alone, so I don't know one to cover for me.
Agent: No 
User: possible?
Agent: No problem at all! If Friday does not work, we can find another time. Do you have a specific day or time in mind that might suit you better?
Agent: Take your time, Siti! Let me know whenever you are ready, and we can work out a time that fits your schedule.
User: Next.
Agent: Got 
User: 12:30.
Agent: it! How about next Monday, February 17th? Let me know what time works best for you, and I can check with your advisor.
User: Maybe around chocolate tea?
Agent: I am not sure I understand. Could you clarify what time you mean?
User: Just a p.
Agent: Ah, do you mean 2 PM? If so, I can suggest that 
User: If 
Agent: time for next Monday, February 17th. Let me know if that works!
User: It's now 1230
Agent: Ah, I see! If it is around 12:30 PM that you are looking for, unfortunately, we do not have that exact time available. The closest available slots are 11:30 AM or 2 PM. Would either of those work for you?
User: Okay. 11:30.
Agent: Perfect!
User: 11:30.
Agent:  I will schedule the call for 11:30 AM this Friday, February 14th. You will receive a calendar invite once it is confirmed. The advisor will give you a call then, so just keep an eye out for it.

Do you have any other questions for now?
User: Location.
User: Location.
Agent: The call will be over the phone, so the advisor will ring you directly at 11:30 AM this Friday. Just make sure your phone is available at that time!Anything else I can help you with?
User: That's all.
Agent: Great! The advisor will call you at 11:30 AM this Friday. Have a wonderful day, Siti!
",2025-02-12T14:03:23,Asia/Singapore,voice_interested,2025-02-14T11:30:00,voice_interested,2025-02-14T11:30:00,
17,"User: Hello?
Agent: Hi there! This is James from Kaplan. Do you have a quick minute to chat?
User: You you are from where, I guess? Sorry.
Agent: No worries! I’m James, calling from Kaplan Singapore. You had shown interest in studying with us. Do you have a moment to chat?
User: Oh, yes. Yes. Yes. Yes. Oh, but but now I'm actually engaged. Maybe I call you back, like, See, Uh, next week. Okay?
Agent: Got it! When next week would be 
User: Okay. Thank 
Agent: a good time for me 
User: you.
User: Uh, next week, uh, maybe maybe next next Friday at at about 12? Let's say 12 or 1? 12 within 12 to 1.
Agent: Thanks for letting me know! Unfortunately, I don’t have 
User: Okay.
Agent: a slot exactly at 12 or 1 next Friday, but I can offer 11:30 AM instead. Would that work for you?
User: Should be good now.
Agent: Great! I’ll arrange for your advisor to call you next Friday at 11:30 AM. You’ll get a calendar invite 
User: Okay. 
Agent: once it’s confirmed.
User: Sure.
User: Okay then. Thank you so much. Bye.
",2024-12-27T08:08:21,Asia/Singapore,voice_interested,2025-01-03T11:30:00,voice_wants_call_back,,2025-01-03T11:30:00
18,"User: No. Hello?
Agent: Hi Carrie! This is James from Kaplan. Do you have a quick minute to chat?
User: Yep.
Agent: Great! I wanted 
User: Yes.
Agent: to check if you're still interested in pursuing a Diploma in Education & Social Sciences with James Cook?
User: Social, Pfizer. This is did I apply for it actually?
Agent: It sounds like you're interested in the Social Sciences Diploma, but you're unsure if you've already applied. I don’t have access to your application status, but I can help schedule a call with your advisor to confirm that for you. Would you like me to do that?
User: Okay. That will be good. Yes.
Agent: Perfect! We have a few available slots for a call with your advisor: 9 AM, 11:30 AM, or 2 PM next Monday, December 30. Which one works best for you?
User: Let me see. Monday, um, 7:30 would be fine.
Agent: The closest available slot to 7:30 PM on Monday is 2 PM. If that doesn’t work, I can check with the advisor if 7:30 PM is possible. Would you like me to do that?
User: No. No. 2 PM is fine also.
Agent: Got it! I'll schedule the call for 2 PM next Monday, December 30. Once it's confirmed, you'll receive a calendar invite. The advisor will ring you at that time, so just keep an eye out for the call.

Do you have any other questions 
Agent: in the meantime?
User: Okay.
User: No. No. Not at this moment.
Agent: Thanks, 
User: Thank you so much.
User: Okay. 
Agent: Thanks 
User: Bye.
Agent: Thanks for your time, Carrie! Have a great day ahead. 
User: Yes. 
Agent: Bye!
User: This Okay. Bye.
",2024-12-27T09:29:50,Asia/Singapore,voice_interested,2024-12-30T14:00:00,voice_interested,2024-12-30T14:00:00,
19,"User: Hello?
Agent: Hi there! This is James from Kaplan. Do you have a quick minute to chat?
User: I'm sorry. Can you give me a call in at another 1 hour?
Agent: Sure, I can call you back in an hour. Speak to you then!
User: Thank you. Yep. Thank you. Bye bye.
Agent: No problem at 
",2025-02-17T10:12:10,Asia/Singapore,voice_wants_call_back,2025-02-17T11:00:00,voice_wants_call_back,,2025-02-17T11:12:10
20,"User: Hello?
Agent: Hi Joel! This is James from PSB Academy Singapore.
User: Yeah.
Agent:  Do you have a quick minute to chat?
User: I'm sorry. I'm in a meeting for training now.
Agent: No problem at all! When would be a better time for me to call you back?
User: After 7,
Agent: Got it! I’ll give you a call after 7 PM today. Have a great training session, Joel!
User: Thank you.
Agent: You're welcome! Talk to you later, Joel!
",2024-11-28T10:10:46,Asia/Singapore,voice_wants_call_back,2024-11-28T19:00:00,voice_wants_call_back,,2024-11-28T19:00:00
21,"Agent: Hello, this is Santiago
User: Yes?
Agent: Hello, this is Santiago, the enrollment advisor at Global University. I'm following up on your interest in the online Bachelor's Degree in Linguistics. Are you still interested in this program?",2024-11-28T10:10:46,America/Mexico_City,voice_immediate_hangup,,voice_unknown,,
22,"User: Hello
Agent: Hello, am I speaking with",2024-11-28T10:10:46,America/Mexico_City,voice_immediate_hangup,,voice_immediate_hangup,,
23,"User: Hello?
Agent: Hi Amelia! This is James from Kaplan. Do you have a minute to chat?
",2025-02-17T10:12:10,Asia/Singapore,voice_immediate_hangup,,voice_unknown,,
24,"User: Hello?
User: Hello? 
Agent: Hi there! This is James from 
User: Hello?
Agent: Kaplan. Do you have a 
Agent: minute to chat?
User: Who?
Agent: I am James from Kaplan Singapore.
User: Oh, 
Agent:  You had previously enquired about studying 
User: yes.
Agent: Great! Are 
User: Oh, no. Uh, can I call you back One sec? Hold on. Hold on. I'm receiving another call for work. Uh, I need to pick that up first.
User: Hold on. 
Agent: you 
User: I'll call you back.
",2025-02-17T10:12:10,Asia/Singapore,voice_immediate_hangup,,voice_wants_call_back,,2025-02-17T18:00:00
25,"User: Hello?
Agent: Hi Lim Boon, this is James from Kaplan. Do you have a minute to chat?
User: Kathleen yes? Yes. Tell me.
Agent: Actually, it is James from Kaplan! I wanted to check if you are still interested in pursuing the Bachelor in Accounting degree at Global University?
User: I'm not. I am looking for my girlfriend, uh,
Agent: No worries, Lim Boon. If you are not interested in the program anymore, that is perfectly fine. If you ever change your mind or have any questions in the future, feel free to reach out. Have a great day!
",2025-02-17T10:12:10,Asia/Singapore,voice_unknown,,voice_not_interested,,
26,"Agent: Hello, is this Patricia?
User: (inaudible speech)
Agent: I'm Sofía, an advisor at Global University. I'm following up on your interest in the Bachelor's degree in Fine Arts in the 
",2025-02-17T10:12:10,Asia/Singapore,voice_immediate_hangup,,voice_unknown,,
27,"User: Hello?
Agent: Hi Annie! This is James from Kaplan. Do you have a minute to chat?
User: Thank you
Agent: You're 
User: Hello?
Agent: Hi Annie! This 
User: Hello?
Agent: Hi 
User: Yeah.
Agent: Annie! It's James from Kaplan. Do you have a minute to chat?
",2025-02-17T10:12:10,Asia/Singapore,voice_immediate_hangup,,voice_immediate_hangup,,
28,"User: Hello?
Agent: Hi there! This is James from Kaplan. Do you have a quick minute to chat?
User: (inaudible speech)
Agent: No 
User: Only 
Agent: worries if 
User: one's currently working.
Agent: Got it! Are you still interested in pursuing 
",2025-02-17T10:12:10,Asia/Singapore,voice_immediate_hangup,,voice_unknown,,
29,"User: Hi. Henry speaking.
Agent: Hi Henry! This is James from Kaplan.
User: Hi.
Agent:  Do you have a quick minute to chat?
Agent: Hi 
User: Alright.
Agent: Grace! I just wanted to check if you're still interested in pursuing a degree with Aston University through Kaplan?
Agent: Just to let you know, I’m here to answer any questions you might have or help you schedule a consultation with one of our advisors. Do you have any questions about the program 
",2025-02-17T10:12:10,Asia/Singapore,voice_immediate_hangup,,voice_unknown,,
30,"User: It's
Agent: Hi Siak Peng! This is James from Brighton University. Do you have a quick minute to chat?
User: Hello?
Agent: Hi Siak Peng! This is James from Brighton University. I’m following up on your interest in studying with us. Do you have a moment to chat?
",2025-02-17T10:12:10,Asia/Singapore,voice_immediate_hangup,,voice_immediate_hangup,,
31,"User: Hello?
Agent: Hi Halimah! This is Jessica from Kaplan. Do you have a quick minute to chat?
User: Yes.
Agent: Great! I 
User: Hello?
Agent: wanted to check if you are still interested in pursuing the Bachelor of Arts in Business and Finance degree 
User: Oh, sorry. I I'm currently doing my degree under Kaplan already. I've actually submitted my application a long ago. For a different degree course.
Agent: Oh, I see! Thanks for letting me know. It sounds like you are already 
User: Yes. Okay. Thanks.
User: Sorry?
Agent: on your way with Kaplan. If you have any questions or need assistance, feel free to reach out. Have a great day, Haifa!
",2025-02-17T10:12:10,Asia/Singapore,voice_no_action,,voice_no_action,,
32,"User: Hello?
Agent: Hi there! This is James  Do you have a quick 
User: Hello?
Agent: from Kaplan.minute to chat?
Agent: Hi! This is James from Kaplan. Do you have a moment to chat?
User: Hi. Uh, yes?
Agent: Great! I wanted to check if you are still interested in pursuing the Business Diploma at Kaplan?
User: Yes. Yes. I am.
Agent: That is wonderful to hear! Do you have any questions about the program or anything else I can help with?
User: I know. Uh, I think I both received really. So I will just look at it and get back to you.
Agent: No problem at all. Are you still open to continuing your application? If so, I can help schedule a call with a Kaplan advisor who can assist you with it.
User: Not yet.
User: Let me consider first. Then if anything,
Agent: Of course, take  If you have any  Is there 
User: Hello?
Agent: your time to consider.questions or need assistance in the future, feel free to reach out.a good time for me to check back with you?
User: No. It's okay. I'll reach out to you.
Agent: Alright, that sounds good. Thank you for your time, and feel free to reach out whenever you are ready. Have a great day!
",2025-02-17T10:12:10,Asia/Singapore,voice_no_action,,voice_interested,,
